DY
540
28
attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10;attr11;attr12;attr13;attr14;attr15;attr16;attr17;attr18;attr19;attr20;attr21;attr22;attr23;attr24;attr25;attr26;attr27;attr28;
classe12_37.bmp;0.414124;-0.793604;-2.330519;-1.726432;-0.336585;0.057422;-0.418641;-0.875622;-0.663211;-0.611841;-0.47391;-0.611841;-0.663211;-0.875622;-0.418641;0.057422;-0.336585;-1.726432;-2.330519;-0.793604;0.09645;0.258691;-0.228997;-0.760043;-1.192721;-0.764432;-0.245699;-0.640815;12.0
classe12_38.bmp;0.689578;-0.655059;-2.451451;-2.899378;-1.699772;-0.437624;0.12218;-0.181529;-0.584202;-1.055302;-0.86953;-1.055302;-0.584202;-0.181529;0.12218;-0.437624;-1.699772;-2.899378;-2.451451;-0.655059;-0.561198;-0.435585;-0.561428;-1.03683;-1.326435;-0.855437;-0.534412;-1.265597;12.0
classe12_39.bmp;0.266118;-1.114372;-2.841438;-2.34941;-1.13291;-0.252395;-0.529489;-1.082165;-1.167276;-1.223748;-0.805522;-1.223748;-1.167276;-1.082165;-0.529489;-0.252395;-1.13291;-2.34941;-2.841438;-1.114372;0.029187;0.081083;-0.177482;-0.718302;-1.09826;-0.815207;-0.092732;-0.73771;12.0
classe12_40.bmp;0.183198;-1.164102;-2.648405;-1.851811;-0.566169;-0.297006;-0.879577;-1.330576;-1.016483;-0.89262;-0.621825;-0.89262;-1.016483;-1.330576;-0.879577;-0.297006;-0.566169;-1.851811;-2.648405;-1.164102;0.198932;0.279977;-0.17186;-0.751292;-1.09008;-0.893585;-0.012315;-0.55915;12.0
classe12_41.bmp;0.610188;-0.748071;-2.496578;-2.871479;-1.752175;-0.573819;-0.036196;-0.314242;-0.623997;-1.066807;-0.882245;-1.066807;-0.623997;-0.314242;-0.036196;-0.573819;-1.752175;-2.871479;-2.496578;-0.748071;-0.529322;-0.51766;-0.663004;-0.877267;-1.302977;-0.87712;-0.465409;-1.225923;12.0
classe12_42.bmp;-0.79037;-1.539642;-0.283327;0.666476;-0.932266;-1.240151;-0.393954;-0.660114;-0.773432;-0.572811;-0.4212;-0.572811;-0.773432;-0.660114;-0.393954;-1.240151;-0.932266;0.666476;-0.283327;-1.539642;0.880244;0.48232;0.047533;-0.354634;-0.885348;-1.140761;1.012381;0.920808;12.0
classe12_43.bmp;-0.660145;-1.766177;-0.806399;0.561794;-0.613231;-1.567069;-0.905474;-0.452959;-0.720445;-1.017515;-0.600849;-1.017515;-0.720445;-0.452959;-0.905474;-1.567069;-0.613231;0.561794;-0.806399;-1.766177;0.935309;0.237998;-0.199383;-0.222461;-0.8158;-1.123099;0.933246;0.778412;12.0
classe12_44.bmp;-0.864794;-1.868006;-0.564663;0.302141;-1.475166;-1.42365;-0.435286;-0.941507;-1.071726;-0.822042;-0.60399;-0.822042;-1.071726;-0.941507;-0.435286;-1.42365;-1.475166;0.302141;-0.564663;-1.868006;1.100264;0.345922;-0.461028;-0.006658;-0.700875;-1.051231;1.168684;0.963907;12.0
classe12_45.bmp;-0.872181;-1.724101;-0.727622;0.210135;-1.190292;-1.461302;-0.596483;-0.789508;-1.010836;-0.867716;-0.632261;-0.867716;-1.010836;-0.789508;-0.596483;-1.461302;-1.190292;0.210135;-0.727622;-1.724101;1.215186;0.30121;-0.333514;-0.097686;-0.550048;-1.00538;1.142948;0.930809;12.0
classe13_01.bmp;-1.774826;-1.082961;-1.066909;-1.397045;-1.416352;-1.536203;-1.71116;-1.691489;-1.540235;-1.479219;-2.687832;-1.479219;-1.540235;-1.691489;-1.71116;-1.536203;-1.416352;-1.397045;-1.066909;-1.082961;0.516626;0.592005;0.557853;0.818613;1.000079;1.367995;1.613745;0.793223;13.0
classe13_02.bmp;-2.450909;-0.673354;-1.617041;-1.769882;-1.877122;-2.093151;-2.465048;-1.545113;-3.353172;2.525416;-2.190491;2.525416;-3.353172;-1.545113;-2.465048;-2.093151;-1.877122;-1.769882;-1.617041;-0.673354;1.258308;1.545363;1.493793;1.47401;1.727002;1.956361;2.468145;1.4985;13.0
classe13_03.bmp;-2.224151;-0.890628;-1.478232;-1.953549;-1.655803;-2.204623;-2.374754;-1.769265;-3.180929;2.528853;-1.877909;2.528853;-3.180929;-1.769265;-2.374754;-2.204623;-1.655803;-1.953549;-1.478232;-0.890628;1.095534;1.385789;1.650846;1.650605;1.796463;1.868813;2.154278;1.193087;13.0
classe13_04.bmp;-1.878864;-1.391524;-1.464909;-1.809716;-1.661964;-2.046747;-2.22582;-2.538211;-2.860361;2.535714;-1.466282;2.535714;-2.860361;-2.538211;-2.22582;-2.046747;-1.661964;-1.809716;-1.464909;-1.391524;0.870188;1.654131;1.543465;1.541459;1.752733;1.920867;1.826076;0.880847;13.0
classe13_05.bmp;-2.280064;-0.689989;-1.482924;-1.780762;-1.524856;-2.038514;-2.354552;-1.521303;-3.197537;2.52943;-1.975653;2.52943;-3.197537;-1.521303;-2.354552;-2.038514;-1.524856;-1.780762;-1.482924;-0.689989;1.250563;1.735686;1.777244;1.667273;1.730629;1.914091;2.2303;1.328894;13.0
classe13_06.bmp;-1.926441;-1.24905;-0.970719;-1.654745;-1.646913;-1.65496;-1.8967;-1.984634;-1.488508;-1.579442;-2.920486;-1.579442;-1.488508;-1.984634;-1.8967;-1.65496;-1.646913;-1.654745;-0.970719;-1.24905;0.597243;0.959498;0.817277;0.71932;1.019795;1.315648;1.686034;0.682633;13.0
classe13_07.bmp;-1.114283;-1.566128;-0.53632;-1.346903;-1.216406;-1.635989;-1.289796;-1.394491;-0.919545;-1.401825;-0.89799;-1.401825;-0.919545;-1.394491;-1.289796;-1.635989;-1.216406;-1.346903;-0.53632;-1.566128;0.135663;0.118432;0.190949;0.262651;0.53935;0.904565;0.942205;0.159028;13.0
classe13_08.bmp;-0.860405;-1.763043;-0.61227;-1.271922;-1.426503;-1.46932;-1.42968;-1.297358;-1.078908;-1.21481;-1.29183;-1.21481;-1.078908;-1.297358;-1.42968;-1.46932;-1.426503;-1.271922;-0.61227;-1.763043;-0.309233;-0.234916;0.123639;0.380748;0.779292;1.056008;0.701033;-0.150412;13.0
classe13_09.bmp;-0.843464;-1.838795;-0.713505;-1.354325;-1.527512;-1.527633;-1.52934;-1.406292;-1.127152;-1.285257;-1.351804;-1.285257;-1.127152;-1.406292;-1.52934;-1.527633;-1.527512;-1.354325;-0.713505;-1.838795;-0.336488;-0.246268;0.036478;0.305471;0.725648;1.003506;0.698058;-0.192297;13.0
classe13_10.bmp;-1.1595;-1.675816;-0.678132;-1.546004;-1.416126;-1.641509;-1.477492;-1.404329;-0.999972;-1.559885;-1.019992;-1.559885;-0.999972;-1.404329;-1.477492;-1.641509;-1.416126;-1.546004;-0.678132;-1.675816;0.011919;0.133014;0.1849;0.640467;0.913977;1.230588;0.977287;0.097289;13.0
classe13_11.bmp;-1.164506;-1.719289;-0.660767;-1.560217;-1.437954;-1.708603;-1.569637;-1.490624;-1.024326;-1.595509;-1.007885;-1.595509;-1.024326;-1.490624;-1.569637;-1.708603;-1.437954;-1.560217;-0.660767;-1.719289;0.056924;0.384061;0.367407;0.492324;0.871576;1.275589;0.975377;0.066338;13.0
classe13_12.bmp;-0.347998;-2.157282;-1.24659;-0.836716;-1.660862;-1.429448;-1.434866;-1.392091;-1.050347;-1.180134;-0.888843;-1.180134;-1.050347;-1.392091;-1.434866;-1.429448;-1.660862;-0.836716;-1.24659;-2.157282;-0.525036;-0.390998;-0.429522;-0.297013;0.249525;0.766573;0.279662;-0.74822;13.0
classe13_13.bmp;-1.149163;-1.836898;-0.634934;-1.488276;-1.49806;-1.711329;-1.520867;-1.47068;-1.067421;-1.555945;-0.950064;-1.555945;-1.067421;-1.47068;-1.520867;-1.711329;-1.49806;-1.488276;-0.634934;-1.836898;0.084738;0.208491;0.285283;0.389972;0.865071;1.241927;0.938967;-0.030541;13.0
classe13_14.bmp;-1.439088;-1.579038;-0.818478;-1.518921;-1.521903;-1.823356;-1.663205;-1.397191;-1.529829;-1.192874;-1.671254;-1.192874;-1.529829;-1.397191;-1.663205;-1.823356;-1.521903;-1.518921;-0.818478;-1.579038;0.302106;0.508847;0.576148;0.697427;1.07308;1.505362;1.204239;0.239261;13.0
classe13_15.bmp;-1.785917;-1.274376;-1.008786;-1.564263;-1.656988;-1.756486;-1.936591;-1.928846;-1.497491;-1.66941;-2.772945;-1.66941;-1.497491;-1.928846;-1.936591;-1.756486;-1.656988;-1.564263;-1.008786;-1.274376;0.52462;0.84643;0.836547;1.1135;1.535254;1.784783;1.560927;0.598164;13.0
classe13_16.bmp;-2.123819;-0.927807;-1.332504;-1.662413;-1.906076;-2.008115;-1.986437;-2.102746;-1.529003;-3.382369;2.317898;-3.382369;-1.529003;-2.102746;-1.986437;-2.008115;-1.906076;-1.662413;-1.332504;-0.927807;0.809403;1.083701;1.315461;1.431362;1.900273;2.039197;1.9705;1.006248;13.0
classe13_17.bmp;-2.135691;-0.988432;-1.322356;-1.752003;-1.853987;-1.924555;-2.052672;-2.099466;-1.576096;-3.418241;2.317974;-3.418241;-1.576096;-2.099466;-2.052672;-1.924555;-1.853987;-1.752003;-1.322356;-0.988432;0.784771;1.063955;1.394152;1.475216;1.8411;2.052269;1.966788;0.968049;13.0
classe13_18.bmp;-2.412219;-0.723432;-1.49855;-1.809073;-1.691736;-2.122107;-2.327641;-1.594646;-3.317479;2.524308;-2.14158;2.524308;-3.317479;-1.594646;-2.327641;-2.122107;-1.691736;-1.809073;-1.49855;-0.723432;1.217934;1.459904;1.823684;2.090371;2.458876;2.463478;2.434506;1.491356;13.0
classe13_19.bmp;-2.055699;-1.069589;-1.35044;-1.880523;-1.986143;-2.050658;-2.206229;-2.14534;-1.700724;-3.354416;2.314839;-3.354416;-1.700724;-2.14534;-2.206229;-2.050658;-1.986143;-1.880523;-1.35044;-1.069589;0.796751;0.970212;1.521255;1.500438;1.938387;2.082876;1.904424;0.903823;13.0
classe13_20.bmp;-2.293452;-0.778798;-1.485236;-1.829726;-1.652673;-2.119582;-2.33099;-1.664826;-3.204427;2.527365;-1.998662;2.527365;-3.204427;-1.664826;-2.33099;-2.119582;-1.652673;-1.829726;-1.485236;-0.778798;1.217557;1.511574;1.939266;2.133647;2.371459;2.425075;2.296055;1.387058;13.0
classe13_21.bmp;-1.915005;-1.131111;-1.214166;-1.891638;-1.836755;-1.881273;-2.201888;-1.986116;-1.754969;-3.213349;2.321922;-3.213349;-1.754969;-1.986116;-2.201888;-1.881273;-1.836755;-1.891638;-1.214166;-1.131111;0.730872;0.989488;1.387548;1.52741;1.8962;1.958582;1.752471;0.797323;13.0
classe13_22.bmp;-2.174892;-0.82068;-1.431709;-1.851505;-1.664554;-2.11679;-2.310016;-1.682774;-3.104472;2.531675;-1.843227;2.531675;-3.104472;-1.682774;-2.310016;-2.11679;-1.664554;-1.851505;-1.431709;-0.82068;1.072529;1.542664;1.909838;2.121665;2.378944;2.357566;2.126276;1.232987;13.0
classe13_23.bmp;-2.105531;-0.906047;-1.310547;-1.938468;-1.454516;-2.179229;-2.177655;-1.773746;-3.049928;2.531767;-1.747399;2.531767;-3.049928;-1.773746;-2.177655;-2.179229;-1.454516;-1.938468;-1.310547;-0.906047;1.025922;1.87482;1.606531;1.981069;2.218232;2.330849;2.026247;1.133507;13.0
classe13_24.bmp;-2.025893;-1.080992;-1.244974;-2.033956;-1.409951;-2.267003;-2.096387;-2.006713;-2.99401;2.532784;-1.6372;2.532784;-2.99401;-2.006713;-2.096387;-2.267003;-1.409951;-2.033956;-1.244974;-1.080992;0.909557;1.75171;1.702239;1.978821;2.123083;2.318872;1.934849;1.017388;13.0
classe13_25.bmp;-1.908381;-1.267003;-1.279987;-2.032971;-1.515569;-2.27532;-2.09469;-2.295262;-2.88665;2.533989;-1.495127;2.533989;-2.88665;-2.295262;-2.09469;-2.27532;-1.515569;-2.032971;-1.279987;-1.267003;0.868673;1.786793;1.695628;1.957612;2.1461;2.387018;1.832133;0.906145;13.0
classe13_26.bmp;-1.894633;-1.363298;-1.408445;-1.893679;-1.739662;-2.1459;-2.1919;-2.478981;-2.874815;2.535901;-1.485362;2.535901;-2.874815;-2.478981;-2.1919;-2.1459;-1.739662;-1.893679;-1.408445;-1.363298;0.877259;1.730112;1.745516;2.03639;2.264031;2.468424;1.844037;0.901252;13.0
classe13_27.bmp;-1.462067;-1.58496;-1.369207;-1.583863;-1.735806;-1.7977;-1.805972;-1.996208;-2.372447;-2.784354;2.325262;-2.784354;-2.372447;-1.996208;-1.805972;-1.7977;-1.735806;-1.583863;-1.369207;-1.58496;0.448089;1.28508;1.335339;1.512239;1.79949;2.091851;1.35572;0.438711;13.0
classe13_28.bmp;-1.540012;-1.409193;-1.24349;-1.735161;-1.70529;-1.747569;-1.990361;-1.922511;-2.13839;-2.845003;2.326418;-2.845003;-2.13839;-1.922511;-1.990361;-1.747569;-1.70529;-1.735161;-1.24349;-1.409193;0.569123;1.358563;1.418366;1.415033;1.815946;1.993976;1.41173;0.518811;13.0
classe13_29.bmp;-1.971272;-0.929868;-1.428202;-1.840046;-1.544134;-2.078543;-2.282198;-1.867811;-2.896727;2.534847;-1.612635;2.534847;-2.896727;-1.867811;-2.282198;-2.078543;-1.544134;-1.840046;-1.428202;-0.929868;0.993156;1.811013;1.933726;2.173483;2.336076;2.315952;1.925996;1.09317;13.0
classe13_30.bmp;-1.993947;-0.734479;-1.330416;-1.773856;-1.378057;-2.017228;-2.18643;-1.584981;-2.891265;2.535277;-1.656645;2.535277;-2.891265;-1.584981;-2.18643;-2.017228;-1.378057;-1.773856;-1.330416;-0.734479;1.029318;1.719645;1.843885;2.214568;2.248894;2.343552;1.931857;1.156415;13.0
classe13_31.bmp;-1.685288;-0.946941;-1.023818;-1.767158;-1.560883;-1.614524;-2.065772;-1.784421;-1.562301;-2.926719;2.331016;-2.926719;-1.562301;-1.784421;-2.065772;-1.614524;-1.560883;-1.767158;-1.023818;-0.946941;0.741445;1.311658;1.3035;1.629135;1.716161;1.921717;1.508557;0.710485;13.0
classe13_32.bmp;-2.064157;-0.585041;-1.330247;-1.560294;-1.363182;-1.816966;-2.149749;-1.3999;-2.931763;2.535754;-1.764085;2.535754;-2.931763;-1.3999;-2.149749;-1.816966;-1.363182;-1.560294;-1.330247;-0.585041;1.267757;1.764802;1.984366;2.068381;2.226981;2.272112;2.023821;1.29281;13.0
classe13_33.bmp;-1.873501;-0.910347;-1.128433;-1.711143;-1.604379;-1.674447;-1.998081;-1.889073;-1.504821;-3.123208;2.327353;-3.123208;-1.504821;-1.889073;-1.998081;-1.674447;-1.604379;-1.711143;-1.128433;-0.910347;0.874365;1.210976;1.436748;1.506589;1.770324;1.991888;1.689562;0.831567;13.0
classe13_34.bmp;-1.975387;-0.964094;-1.181035;-1.795947;-1.756469;-1.823754;-2.111418;-1.954824;-1.556418;-3.2437;2.324035;-3.2437;-1.556418;-1.954824;-2.111418;-1.823754;-1.756469;-1.795947;-1.181035;-0.964094;0.813244;1.410367;1.504917;1.548478;1.804722;2.043834;1.79769;0.874912;13.0
classe13_35.bmp;-2.079524;-0.967152;-1.170341;-1.723368;-1.768632;-1.845391;-2.03838;-1.923149;-1.538602;-3.345557;2.324004;-3.345557;-1.538602;-1.923149;-2.03838;-1.845391;-1.768632;-1.723368;-1.170341;-0.967152;0.803989;1.414148;1.575404;1.614986;1.824864;2.064159;1.897143;0.940252;13.0
classe13_36.bmp;-2.451975;-0.58598;-1.416848;-1.694114;-1.591527;-2.001536;-2.235392;-1.389342;-3.340784;2.525146;-2.198009;2.525146;-3.340784;-1.389342;-2.235392;-2.001536;-1.591527;-1.694114;-1.416848;-0.58598;1.230259;1.877757;1.835876;1.94285;2.371396;2.421866;2.453052;1.536183;13.0
classe13_37.bmp;-2.206568;-0.886384;-1.214476;-1.709704;-1.790521;-1.856327;-2.034518;-1.979231;-1.433875;-3.467242;2.321411;-3.467242;-1.433875;-1.979231;-2.034518;-1.856327;-1.790521;-1.709704;-1.214476;-0.886384;0.806012;1.241754;1.516517;1.375376;1.833759;2.048877;2.021739;1.033296;13.0
classe13_38.bmp;-1.526211;-1.732226;-0.813746;-1.654367;-1.970752;-2.001749;-1.750788;-1.784071;-1.728296;-1.175808;-1.79156;-1.175808;-1.728296;-1.784071;-1.750788;-2.001749;-1.970752;-1.654367;-0.813746;-1.732226;0.110405;0.584157;0.634797;0.75343;1.142629;1.445649;1.289836;0.224024;13.0
classe13_39.bmp;-1.564855;-1.646503;-0.784653;-1.630631;-1.794611;-1.886512;-1.66497;-1.614995;-1.67637;-1.167895;-1.690815;-1.167895;-1.67637;-1.614995;-1.66497;-1.886512;-1.794611;-1.630631;-0.784653;-1.646503;0.207331;0.681302;0.614346;0.754209;1.152779;1.503622;1.3194;0.285624;13.0
classe13_40.bmp;-1.563575;-1.539864;-0.776308;-1.604511;-1.632835;-1.823237;-1.635843;-1.484342;-1.614365;-1.178968;-1.593573;-1.178968;-1.614365;-1.484342;-1.635843;-1.823237;-1.632835;-1.604511;-0.776308;-1.539864;0.353746;0.639018;0.765614;0.5827;1.179711;1.476472;1.334713;0.367125;13.0
classe13_41.bmp;-0.953536;-2.032537;-0.737575;-1.427815;-1.641135;-1.641207;-1.641863;-1.521098;-1.203244;-1.372465;-1.413214;-1.372465;-1.203244;-1.521098;-1.641863;-1.641207;-1.641135;-1.427815;-0.737575;-2.032537;-0.106277;0.135166;0.222618;0.047008;0.668264;1.044744;0.78867;-0.211622;13.0
classe13_42.bmp;-0.95815;-1.960071;-0.698867;-1.383334;-1.523802;-1.564524;-1.583826;-1.460942;-1.159102;-1.278508;-1.365251;-1.278508;-1.159102;-1.460942;-1.583826;-1.564524;-1.523802;-1.383334;-0.698867;-1.960071;-0.110223;0.108243;0.141731;0.191864;0.655936;1.057851;0.792902;-0.162124;13.0
classe13_43.bmp;-1.211931;-1.69418;-0.625554;-1.582073;-1.425375;-1.740174;-1.545871;-1.51108;-1.031131;-1.601632;-0.993159;-1.601632;-1.031131;-1.51108;-1.545871;-1.740174;-1.425375;-1.582073;-0.625554;-1.69418;0.060886;0.210485;0.443076;0.590183;0.990826;1.323002;1.020394;0.118105;13.0
classe13_44.bmp;-1.179909;-1.629454;-0.549834;-1.468495;-1.349789;-1.708527;-1.433002;-1.476507;-1.002914;-1.518577;-0.927547;-1.518577;-1.002914;-1.476507;-1.433002;-1.708527;-1.349789;-1.468495;-0.549834;-1.629454;0.101291;0.235881;0.619158;0.630671;0.939762;1.218335;0.997455;0.154604;13.0
classe13_45.bmp;-1.65814;-1.262008;-0.468159;-1.825907;-0.751627;-1.758023;-1.302448;-1.168835;-1.087984;-1.031073;-0.92621;-1.031073;-1.087984;-1.168835;-1.302448;-1.758023;-0.751627;-1.825907;-0.468159;-1.262008;0.637393;0.575616;1.382337;0.579696;-1.256235;-0.779721;1.479811;0.707529;13.0
classe17_01.bmp;-1.006379;-0.178503;-0.002562;-0.387349;-0.489836;-0.129617;-0.742762;-0.814614;-0.494062;-0.563341;-1.667086;-0.563341;-0.494062;-0.814614;-0.742762;-0.129617;-0.489836;-0.387349;-0.002562;-0.178503;0.957029;0.80617;0.562351;0.66123;0.668798;0.907395;0.868427;0.779625;17.0
classe17_02.bmp;-1.154552;-0.824981;-0.210404;-0.744168;-1.176284;-0.859379;-0.608508;-1.061983;-1.055394;-0.567066;-0.972252;-0.567066;-1.055394;-1.061983;-0.608508;-0.859379;-1.176284;-0.744168;-0.210404;-0.824981;0.682069;0.510053;0.332076;0.192104;0.596779;0.815905;0.980687;0.54851;17.0
classe17_03.bmp;-1.382097;-1.101704;-0.405383;-1.015135;-1.218692;-1.294711;-1.107678;-1.143797;-1.199715;-0.793882;-1.181053;-0.793882;-1.199715;-1.143797;-1.107678;-1.294711;-1.218692;-1.015135;-0.405383;-1.101704;0.588558;0.604051;0.418229;0.263307;0.695969;1.04003;1.189046;0.55551;17.0
classe17_04.bmp;-1.525574;-0.593915;-0.487201;-0.694259;-1.127018;-0.649384;-1.353234;-1.10023;-0.946006;-0.934323;-2.29589;-0.934323;-0.946006;-1.10023;-1.353234;-0.649384;-1.127018;-0.694259;-0.487201;-0.593915;1.054808;0.516291;0.629131;0.476486;0.824113;1.134544;1.410228;0.992319;17.0
classe17_05.bmp;-1.260077;-0.436106;-0.019566;-0.505253;-0.874056;-0.270558;-1.061232;-0.985649;-0.483199;-0.805126;-1.946749;-0.805126;-0.483199;-0.985649;-1.061232;-0.270558;-0.874056;-0.505253;-0.019566;-0.436106;1.011801;0.788337;0.587353;0.477368;0.719138;1.012494;1.18443;1.002119;17.0
classe17_06.bmp;-0.941024;0.297934;0.159784;-0.038484;0.021443;-0.077584;-0.438923;-0.279297;-0.189763;-1.63441;2.377158;-1.63441;-0.189763;-0.279297;-0.438923;-0.077584;0.021443;-0.038484;0.159784;0.297934;1.355285;0.872094;0.648492;0.412461;0.733892;1.012306;0.941758;1.199002;17.0
classe17_07.bmp;-0.859387;-0.098848;0.161016;-0.272463;-0.288372;-0.002064;-0.54938;-0.70326;-0.341438;-0.476434;-1.49007;-0.476434;-0.341438;-0.70326;-0.54938;-0.002064;-0.288372;-0.272463;0.161016;-0.098848;0.78541;0.754329;0.802222;0.9643;1.205344;1.305806;0.726129;0.725916;17.0
classe17_08.bmp;-0.934996;-0.132533;0.082132;-0.301327;-0.377527;-0.07755;-0.636441;-0.728051;-0.420435;-0.509004;-1.572421;-0.509004;-0.420435;-0.728051;-0.636441;-0.07755;-0.377527;-0.301327;0.082132;-0.132533;0.873199;0.869343;0.880135;1.107421;1.314738;1.454928;0.819601;0.800761;17.0
classe17_09.bmp;-0.567831;-0.604508;0.190135;-0.309256;-0.520234;-0.685015;-0.269049;-0.487233;-0.468574;-0.679904;-0.20761;-0.679904;-0.468574;-0.487233;-0.269049;-0.685015;-0.520234;-0.309256;0.190135;-0.604508;0.356145;0.290735;0.244019;0.481379;0.793928;0.987765;0.368763;0.110379;17.0
classe17_10.bmp;-0.841897;-0.461399;0.010768;-0.374192;-0.673892;-0.515952;-0.34883;-0.642353;-0.722858;-0.361203;-0.679494;-0.361203;-0.722858;-0.642353;-0.34883;-0.515952;-0.673892;-0.374192;0.010768;-0.461399;0.673596;0.518455;0.578309;0.75504;1.059595;1.222696;0.683343;0.496934;17.0
classe17_11.bmp;-1.149283;-0.287781;-0.096872;-0.47077;-0.618074;-0.295197;-0.868596;-0.894923;-0.571282;-0.684599;-1.802107;-0.684599;-0.571282;-0.894923;-0.868596;-0.295197;-0.618074;-0.47077;-0.096872;-0.287781;0.992611;0.825496;0.832886;0.992282;1.47594;1.484986;1.087095;0.987532;17.0
classe17_12.bmp;-0.979764;-0.610207;-0.052556;-0.486686;-0.875736;-0.681473;-0.485547;-0.82117;-0.842029;-0.405959;-0.811001;-0.405959;-0.842029;-0.82117;-0.485547;-0.681473;-0.875736;-0.486686;-0.052556;-0.610207;0.592437;0.535905;0.460451;0.579511;1.136335;1.274686;0.841153;0.589742;17.0
classe17_13.bmp;-0.828874;-0.905132;-0.068812;-0.580689;-0.897639;-1.035064;-0.500852;-0.770604;-0.731119;-0.888968;-0.420308;-0.888968;-0.731119;-0.770604;-0.500852;-1.035064;-0.897639;-0.580689;-0.068812;-0.905132;0.318517;0.25674;0.23086;0.230628;0.830311;1.060093;0.651278;0.248591;17.0
classe17_14.bmp;-1.112005;-0.730889;-0.150866;-0.669607;-1.004404;-0.781481;-0.560928;-0.919587;-0.97222;-0.518755;-0.890429;-0.518755;-0.97222;-0.919587;-0.560928;-0.781481;-1.004404;-0.669607;-0.150866;-0.730889;0.686156;0.627642;0.568599;0.466585;1.134718;1.272065;0.960875;0.610604;17.0
classe17_15.bmp;-1.152103;-0.786884;-0.226325;-0.758301;-1.097688;-0.911988;-0.689509;-1.010718;-1.037688;-0.600175;-0.946545;-0.600175;-1.037688;-1.010718;-0.689509;-0.911988;-1.097688;-0.758301;-0.226325;-0.786884;0.682302;0.594169;0.574863;0.595545;1.163557;1.275008;1.00122;0.603557;17.0
classe17_16.bmp;-1.455672;-0.542334;-0.427682;-0.810259;-1.036265;-0.607869;-1.260328;-1.210518;-0.902482;-0.923195;-2.189432;-0.923195;-0.902482;-1.210518;-1.260328;-0.607869;-1.036265;-0.810259;-0.427682;-0.542334;1.06782;0.831279;0.849808;0.987958;1.461618;1.583684;1.383332;1.040026;17.0
classe17_17.bmp;-1.496304;-0.597011;-0.466413;-0.760702;-1.098225;-0.732536;-1.339847;-1.155274;-0.941706;-0.969851;-2.245575;-0.969851;-0.941706;-1.155274;-1.339847;-0.732536;-1.098225;-0.760702;-0.466413;-0.597011;1.039111;0.839433;0.779631;1.137476;1.477159;1.652997;1.421505;1.042143;17.0
classe17_18.bmp;-1.528658;-0.613874;-0.471736;-0.732826;-1.117853;-0.704726;-1.353439;-1.130362;-0.934746;-0.974772;-2.285735;-0.974772;-0.934746;-1.130362;-1.353439;-0.704726;-1.117853;-0.732826;-0.471736;-0.613874;1.027633;0.949296;0.909328;1.204407;1.52629;1.657199;1.445368;1.046261;17.0
classe17_19.bmp;-1.306157;-0.976322;-0.396947;-0.810499;-1.108897;-1.18637;-0.995177;-1.079923;-1.027978;-0.766124;-1.094736;-0.766124;-1.027978;-1.079923;-0.995177;-1.18637;-1.108897;-0.810499;-0.396947;-0.976322;0.639433;0.789651;0.567937;0.840521;1.183001;1.443678;1.141717;0.612561;17.0
classe17_20.bmp;-0.819845;-1.528842;-0.361953;-0.748759;-0.995252;-1.243107;-1.08184;-0.921362;-0.911743;-0.964894;-0.908461;-0.964894;-0.911743;-0.921362;-1.08184;-1.243107;-0.995252;-0.748759;-0.361953;-1.528842;0.072488;0.142071;0.104495;0.207748;0.70365;1.025281;0.63784;-0.053853;17.0
classe17_21.bmp;-1.369647;-1.056948;-0.404707;-0.981854;-1.156385;-1.292138;-1.11729;-1.102851;-1.161833;-0.799083;-1.143425;-0.799083;-1.161833;-1.102851;-1.11729;-1.292138;-1.156385;-0.981854;-0.404707;-1.056948;0.591365;0.69542;0.682681;0.651186;1.224498;1.487513;1.196422;0.604107;17.0
classe17_22.bmp;-1.390527;-1.087537;-0.490572;-1.069009;-1.214369;-1.371595;-1.207701;-1.151971;-1.211761;-0.891275;-1.188562;-0.891275;-1.211761;-1.151971;-1.207701;-1.371595;-1.214369;-1.069009;-0.490572;-1.087537;0.541296;0.497253;0.558904;0.678403;1.314162;1.461226;1.220463;0.59576;17.0
classe17_23.bmp;-0.85159;-1.583926;-0.419286;-0.981163;-1.222831;-1.290717;-1.270513;-1.148994;-0.962056;-1.084704;-1.098916;-1.084704;-0.962056;-1.148994;-1.270513;-1.290717;-1.222831;-0.981163;-0.419286;-1.583926;-0.00706;-0.096186;0.076705;0.217695;0.762755;1.053288;0.684228;-0.048029;17.0
classe17_24.bmp;-0.834781;-1.557495;-0.38944;-0.934139;-1.143443;-1.225727;-1.172273;-1.033631;-0.89715;-1.028516;-1.051405;-1.028516;-0.89715;-1.033631;-1.172273;-1.225727;-1.143443;-0.934139;-0.38944;-1.557495;-0.025123;0.011487;0.245143;0.376159;0.749031;1.061465;0.671307;-0.028909;17.0
classe17_25.bmp;-0.35219;-1.832146;-0.852572;-0.466848;-1.427239;-1.264841;-1.268474;-1.141865;-0.832567;-1.030468;-0.795843;-1.030468;-0.832567;-1.141865;-1.268474;-1.264841;-1.427239;-0.466848;-0.852572;-1.832146;-0.491201;-0.488219;-0.18719;-0.186779;0.36986;0.729336;0.258152;-0.569169;17.0
